Strain,Time_s,Extension_mm,Load_N,Stress_MPa,CNC_wt,PLA_wt,PHB_wt,Strain2,Strain3,CNC_Strain,CNC_Strain2,PLA_Strain,PHB_Strain,ExtensionRate,LoadRate,StressSlope,Elastic Modulus,Impact strength (kJ/m^2),SourceFile
0.013451127,2.993291483,0.250190957,165.6147304,8.935565133,5,76,19,0.000180933,2.43E-06,0.067255633,0.000904664,1.022285622,0.255571406,0.096176927,68.50519408,826.0785389,659.8579646,21.795,5CNC_sample1.csv
0.013949316,3.099944708,0.259457285,172.7449286,9.306745109,5,76,19,0.000194583,2.71E-06,0.069746582,0.000972917,1.060148053,0.265037013,0.086882777,66.85403231,745.0572473,659.8579646,21.795,5CNC_sample1.csv
0.014447506,3.227854203,0.268723614,180.404338,9.696642431,5,76,19,0.00020873,3.02E-06,0.072237532,0.001043652,1.098010483,0.274502621,0.072444413,59.88147709,782.6279534,659.8579646,21.795,5CNC_sample1.csv
0.014945696,3.327969825,0.277989942,186.7408777,10.03958508,5,76,19,0.000223374,3.34E-06,0.074728481,0.001116869,1.135872914,0.283968228,0.092556267,63.29221665,688.3773993,659.8579646,21.795,5CNC_sample1.csv
0.015443886,3.441075298,0.287256275,194.0570001,10.45579958,5,76,19,0.000238514,3.68E-06,0.077219431,0.001192568,1.173735344,0.293433836,0.081926478,64.68407019,835.4535512,659.8579646,21.795,5CNC_sample1.csv
0.015942076,3.558020191,0.296522617,201.541327,10.83007071,5,76,19,0.00025415,4.05E-06,0.07971038,0.001270749,1.211597774,0.302899444,0.079236826,63.99874959,751.2620162,659.8579646,21.795,5CNC_sample1.csv
0.016440266,3.668155781,0.305788945,208.0134926,11.1801957,5,76,19,0.000270282,4.44E-06,0.082201329,0.001351412,1.249460205,0.312365051,0.084135639,58.76543296,702.794263,659.8579646,21.795,5CNC_sample1.csv
0.016938456,3.780663295,0.315055275,215.4418931,11.58732461,5,76,19,0.000286911,4.86E-06,0.084692279,0.001434556,1.287322635,0.321830659,0.082361871,66.02581651,817.2163564,659.8579646,21.795,5CNC_sample1.csv
0.017436646,3.882753765,0.324321608,222.1809797,11.96343066,5,76,19,0.000304037,5.30E-06,0.087183228,0.001520183,1.325185066,0.331296266,0.090765899,66.01092726,754.945202,659.8579646,21.795,5CNC_sample1.csv
0.017934835,4.006643234,0.333587941,229.0985438,12.31594395,5,76,19,0.000321658,5.77E-06,0.089674177,0.001608292,1.363047496,0.340761874,0.074795165,55.83657869,707.5882126,659.8579646,21.795,5CNC_sample1.csv
0.018433025,4.116939761,0.342854274,236.4040392,12.68066335,5,76,19,0.000339776,6.26E-06,0.092165127,0.001698882,1.400909927,0.350227482,0.08401292,66.23504465,732.0891471,659.8579646,21.795,5CNC_sample1.csv
0.018931215,4.221291502,0.352120605,242.840827,13.07248965,5,76,19,0.000358391,6.78E-06,0.094656076,0.001791955,1.438772357,0.359693089,0.088799008,61.68356966,786.4999363,659.8579646,21.795,5CNC_sample1.csv
0.019429405,4.339095469,0.361386934,250.00009,13.44429002,5,76,19,0.000377502,7.33E-06,0.097147026,0.001887509,1.476634788,0.369158697,0.078658881,60.77268153,746.3025302,659.8579646,21.795,5CNC_sample1.csv
0.019927595,4.444798929,0.370653262,256.3701413,13.78567875,5,76,19,0.000397109,7.91E-06,0.099637975,0.001985545,1.514497218,0.378624305,0.087663434,60.26341331,685.2582669,659.8579646,21.795,5CNC_sample1.csv
0.020425785,4.556195902,0.37991959,263.5803418,14.14765132,5,76,19,0.000417213,8.52E-06,0.102128924,0.002086063,1.552359649,0.388089912,0.083182945,64.72528239,726.5755376,659.8579646,21.795,5CNC_sample1.csv
0.020923975,4.67330156,0.389185937,270.7246108,14.56027079,5,76,19,0.000437813,9.16E-06,0.104619874,0.002189064,1.590222079,0.39755552,0.079128089,61.00703503,828.2373605,659.8579646,21.795,5CNC_sample1.csv
0.021422165,4.78287945,0.398452265,276.7379984,14.87986194,5,76,19,0.000458909,9.83E-06,0.107110823,0.002294546,1.628084509,0.407021127,0.08456385,54.87774578,641.5047165,659.8579646,21.795,5CNC_sample1.csv
0.021920354,4.894778906,0.407718594,283.8337393,15.24627499,5,76,19,0.000480502,1.05E-05,0.109601772,0.00240251,1.66594694,0.416486735,0.082809414,63.41175572,735.488757,659.8579646,21.795,5CNC_sample1.csv
0.022418544,4.995909532,0.416984922,290.0741497,15.59033122,5,76,19,0.000502591,1.13E-05,0.112092722,0.002512956,1.70380937,0.425952343,0.09162732,61.70643475,690.6126454,659.8579646,21.795,5CNC_sample1.csv
0.022916734,5.120266315,0.426251255,297.3416624,15.98422235,5,76,19,0.000525177,1.20E-05,0.114583671,0.002625884,1.741671801,0.43541795,0.074514094,58.44082224,790.6445867,659.8579646,21.795,5CNC_sample1.csv
0.023414924,5.219587941,0.435517588,303.4735227,16.32444711,5,76,19,0.000548259,1.28E-05,0.11707462,0.002741293,1.779534231,0.444883558,0.093296229,61.73741364,682.9218628,659.8579646,21.795,5CNC_sample1.csv
0.023913114,5.329055293,0.444783921,310.1992674,16.67331507,5,76,19,0.000571837,1.37E-05,0.11956557,0.002859185,1.817396662,0.454349165,0.084649286,61.44064475,700.2710926,659.8579646,21.795,5CNC_sample1.csv
0.024411304,5.456351776,0.454050254,317.3039406,17.06243025,5,76,19,0.000595912,1.45E-05,0.122056519,0.002979559,1.855259092,0.463814773,0.07279331,55.81201479,781.0579755,659.8579646,21.795,5CNC_sample1.csv
0.024909494,5.558065313,0.463316582,323.3202454,17.38901593,5,76,19,0.000620483,1.55E-05,0.124547469,0.003102414,1.893121523,0.473280381,0.091102213,59.14949918,655.5445957,659.8579646,21.795,5CNC_sample1.csv
0.025407684,5.668577835,0.47258291,329.7223587,17.73520163,5,76,19,0.00064555,1.64E-05,0.127038418,0.003227752,1.930983953,0.482745988,0.083848673,57.93111313,694.8870794,659.8579646,21.795,5CNC_sample1.csv
0.025905873,5.780588071,0.481849254,336.5414902,18.07204555,5,76,19,0.000671114,1.74E-05,0.129529367,0.003355571,1.968846384,0.492211596,0.082727654,60.87953839,676.1356159,659.8579646,21.795,5CNC_sample1.csv
0.026404063,5.895462342,0.491115586,342.8952782,18.43874934,5,76,19,0.000697175,1.84E-05,0.132020317,0.003485873,2.006708814,0.501677203,0.080664983,55.31080108,736.0723442,659.8579646,21.795,5CNC_sample1.csv
0.026902253,6.000145742,0.500381914,349.2878349,18.78203066,5,76,19,0.000723731,1.95E-05,0.134511266,0.003618656,2.044571244,0.511142811,0.088517648,61.06562047,689.0572075,659.8579646,21.795,5CNC_sample1.csv
0.027400443,6.107020116,0.509648242,355.6139457,19.12173877,5,76,19,0.000750784,2.06E-05,0.137002215,0.003753921,2.082433675,0.520608419,0.086702994,59.19202561,681.8848071,659.8579646,21.795,5CNC_sample1.csv
0.027898633,6.234145704,0.51891457,362.2350137,19.45083897,5,76,19,0.000778334,2.17E-05,0.139493165,0.003891669,2.120296105,0.530074026,0.072891134,52.08289054,660.5919029,659.8579646,21.795,5CNC_sample1.csv
0.028396823,6.330894433,0.528180902,368.2622087,19.8188999,5,76,19,0.00080638,2.29E-05,0.141984114,0.004031898,2.158158536,0.539539634,0.095777296,62.29740721,738.7965034,659.8579646,21.795,5CNC_sample1.csv
0.028895013,6.445130647,0.537447235,374.8152861,20.15084952,5,76,19,0.000834922,2.41E-05,0.144475064,0.004174609,2.196020966,0.549005242,0.081115549,57.36427302,666.3114541,659.8579646,21.795,5CNC_sample1.csv
0.029393203,6.55398996,0.546713569,381.0689151,20.49351752,5,76,19,0.00086396,2.54E-05,0.146966013,0.004319802,2.233883397,0.558470849,0.085122099,57.44689055,687.8260938,659.8579646,21.795,5CNC_sample1.csv
0.029891392,6.666899509,0.555979902,387.0511313,20.8064768,5,76,19,0.000893495,2.67E-05,0.149456962,0.004467477,2.271745827,0.567936457,0.082068641,52.98237645,628.1927797,659.8579646,21.795,5CNC_sample1.csv
0.030389582,6.777462305,0.565246231,393.3388589,21.16619619,5,76,19,0.000923527,2.81E-05,0.151947912,0.004617634,2.309608258,0.577402064,0.083810549,56.87019346,722.0527907,659.8579646,21.795,5CNC_sample1.csv
0.030887772,6.893537705,0.574512568,400.1169355,21.51049782,5,76,19,0.000954054,2.95E-05,0.154438861,0.004770272,2.347470688,0.586867672,0.079830333,58.39373889,691.1052398,659.8579646,21.795,5CNC_sample1.csv
0.031385962,7.00212572,0.583778902,405.5955129,21.80852709,5,76,19,0.000985079,3.09E-05,0.15692981,0.004925393,2.385333118,0.59633328,0.085334769,50.45287308,598.224265,659.8579646,21.795,5CNC_sample1.csv
0.031884152,7.115723744,0.593045234,412.2200967,22.18217252,5,76,19,0.001016599,3.24E-05,0.15942076,0.005082996,2.423195549,0.605798887,0.081571247,58.31601328,750.0060642,659.8579646,21.795,5CNC_sample1.csv
0.032382342,7.224115623,0.602311562,418.2713796,22.49466821,5,76,19,0.001048616,3.40E-05,0.161911709,0.00524308,2.461057979,0.615264495,0.085489138,55.82782483,627.2622299,659.8579646,21.795,5CNC_sample1.csv
0.032880532,7.341356796,0.611577891,424.4470609,22.82111947,5,76,19,0.001081129,3.55E-05,0.164402659,0.005405647,2.49892041,0.624730102,0.079036468,52.67502166,655.2747734,659.8579646,21.795,5CNC_sample1.csv
0.033378722,7.442286407,0.620844219,430.0706769,23.12498538,5,76,19,0.001114139,3.72E-05,0.166893608,0.005570695,2.53678284,0.63419571,0.091809809,55.71819778,609.9399507,659.8579646,21.795,5CNC_sample1.csv
0.033876911,7.558221098,0.630110549,436.6150448,23.47550413,5,76,19,0.001147645,3.89E-05,0.169384557,0.005738226,2.574645271,0.643661318,0.079927158,56.44874547,703.5846605,659.8579646,21.795,5CNC_sample1.csv
0.034375101,7.674668297,0.639376882,442.6362191,23.80652769,5,76,19,0.001181648,4.06E-05,0.171875507,0.005908238,2.612507701,0.653126925,0.079575408,51.70733467,664.4526005,659.8579646,21.795,5CNC_sample1.csv
0.034873291,7.77750251,0.648643216,448.1165124,24.09608623,5,76,19,0.001216146,4.24E-05,0.174366456,0.006080732,2.650370132,0.662592533,0.090109439,53.29251003,581.2212501,659.8579646,21.795,5CNC_sample1.csv
0.035371481,7.888185941,0.657909549,454.3332217,24.41878091,5,76,19,0.001251142,4.43E-05,0.176857405,0.006255708,2.688232562,0.672058141,0.083719245,56.16657576,647.7343295,659.8579646,21.795,5CNC_sample1.csv
0.035869671,7.995638233,0.667175882,460.3322434,24.76984738,5,76,19,0.001286633,4.62E-05,0.179348355,0.006433166,2.726094993,0.681523748,0.08623672,55.82962988,704.6840693,659.8579646,21.795,5CNC_sample1.csv
0.036367861,8.116422154,0.676442215,466.1409167,25.07019663,5,76,19,0.001322621,4.81E-05,0.181839304,0.006613107,2.763957423,0.690989356,0.076718268,48.09144485,602.88108,659.8579646,21.795,5CNC_sample1.csv
0.036866051,8.227211133,0.685708549,472.144361,25.37605974,5,76,19,0.001359106,5.01E-05,0.184330254,0.006795528,2.801819853,0.700454963,0.083639486,54.18810062,613.9488608,659.8579646,21.795,5CNC_sample1.csv
0.037364241,8.330899528,0.694974882,477.7744489,25.6853317,5,76,19,0.001396086,5.22E-05,0.186821203,0.006980432,2.839682284,0.709920571,0.08936712,54.29814878,620.7913469,659.8579646,21.795,5CNC_sample1.csv
0.03786243,8.458859371,0.704241211,483.845285,26.01260829,5,76,19,0.001433564,5.43E-05,0.189312152,0.007167818,2.877544714,0.719386179,0.072415912,47.44329082,656.9314439,659.8579646,21.795,5CNC_sample1.csv
0.03836062,8.558643241,0.713507539,489.3622275,26.31523837,5,76,19,0.001471537,5.64E-05,0.191803102,0.007357686,2.915407145,0.728851786,0.09286399,55.28892106,607.459297,659.8579646,21.795,5CNC_sample1.csv
0.03885881,8.666643204,0.722773867,494.7735421,26.59984233,5,76,19,0.001510007,5.87E-05,0.194294051,0.007550036,2.953269575,0.738317394,0.085799366,50.104782,571.2760977,659.8579646,21.795,5CNC_sample1.csv
0.039357,8.786562749,0.732040196,500.5796305,26.92024931,5,76,19,0.001548973,6.10E-05,0.196785,0.007744867,2.991132006,0.747783001,0.077271216,48.4165319,643.1422999,659.8579646,21.795,5CNC_sample1.csv
0.03985519,8.897371825,0.74130653,505.2209431,27.1626534,5,76,19,0.001588436,6.33E-05,0.19927595,0.007942181,3.028994436,0.757248609,0.083624316,41.88567171,486.5696757,659.8579646,21.795,5CNC_sample1.csv
0.04035338,9.002874354,0.750572863,509.7968084,27.40670515,5,76,19,0.001628395,6.57E-05,0.201766899,0.008141976,3.066856867,0.766714217,0.087830438,43.37209041,489.8769762,659.8579646,21.795,5CNC_sample1.csv
0.04085157,9.12030151,0.759839196,514.2703971,27.63632096,5,76,19,0.001668851,6.82E-05,0.204257848,0.008344254,3.104719297,0.776179824,0.078911332,38.09671344,460.9001983,659.8579646,21.795,5CNC_sample1.csv
0.04134976,9.228793998,0.769105529,517.5200715,27.83907874,5,76,19,0.001709803,7.07E-05,0.206748798,0.008549013,3.142581728,0.785645432,0.085409906,29.95298984,406.9889547,659.8579646,21.795,5CNC_sample1.csv
0.041847949,9.335949801,0.778371863,521.8208712,28.06388925,5,76,19,0.001751251,7.33E-05,0.209239747,0.008756254,3.180444158,0.795111039,0.086475329,40.13594785,451.2546795,659.8579646,21.795,5CNC_sample1.csv
0.042346139,9.443934741,0.787638196,525.8601987,28.2700393,5,76,19,0.001793196,7.59E-05,0.211730697,0.008965978,3.218306588,0.804576647,0.085811348,37.40639657,413.7981478,659.8579646,21.795,5CNC_sample1.csv
0.042844329,9.56799511,0.796904529,529.9219537,28.47638225,5,76,19,0.001835637,7.86E-05,0.214221646,0.009178183,3.256169019,0.814042255,0.07469213,32.74014924,414.185357,659.8579646,21.795,5CNC_sample1.csv
0.043342519,9.674683437,0.806170859,533.7949957,28.6975022,5,76,19,0.001878574,8.14E-05,0.216712595,0.00939287,3.294031449,0.823507862,0.086854208,36.30239793,443.8467467,659.8579646,21.795,5CNC_sample1.csv
0.043840709,9.781246249,0.815437187,537.8219253,28.91340005,5,76,19,0.001922008,8.43E-05,0.219203545,0.009610039,3.33189388,0.83297347,0.086956491,37.78925724,433.3645928,659.8579646,21.795,5CNC_sample1.csv
0.044338899,9.900628126,0.824703516,541.776884,29.12056059,5,76,19,0.001965938,8.72E-05,0.221694494,0.00982969,3.36975631,0.842439078,0.077619221,33.12863591,415.826466,659.8579646,21.795,5CNC_sample1.csv
0.044837089,10.00281906,0.833969844,545.2146118,29.31063689,5,76,19,0.002010365,9.01E-05,0.224185443,0.010051823,3.407618741,0.851904685,0.090676614,33.64024085,381.533857,659.8579646,21.795,5CNC_sample1.csv
0.045335279,10.12165324,0.843236177,549.4540442,29.54024306,5,76,19,0.002055287,9.32E-05,0.226676393,0.010276437,3.445481171,0.861370293,0.077977003,35.67519587,460.8808303,659.8579646,21.795,5CNC_sample1.csv
0.045833468,10.22954769,0.85250251,553.4921641,29.75262635,5,76,19,0.002100707,9.63E-05,0.229167342,0.010503534,3.483343602,0.8708359,0.085883315,37.42657608,426.3099405,659.8579646,21.795,5CNC_sample1.csv
0.046331658,10.34437686,0.861768843,557.1690445,29.94439671,5,76,19,0.002146623,9.95E-05,0.231658292,0.010733113,3.521206032,0.880301508,0.080696681,32.02043764,384.9342823,659.8579646,21.795,5CNC_sample1.csv
0.046829848,10.44170353,0.871035176,560.7983974,30.17072621,5,76,19,0.002193035,0.000102699,0.234149241,0.010965173,3.559068463,0.889767116,0.095208577,37.29042667,454.303676,659.8579646,21.795,5CNC_sample1.csv
0.047328038,10.56011057,0.88030151,564.9310608,30.37288493,5,76,19,0.002239943,0.000106012,0.23664019,0.011199716,3.596930893,0.899232723,0.078258297,34.90217693,405.7865003,659.8579646,21.795,5CNC_sample1.csv
0.047826228,10.68367843,0.889567843,568.5704886,30.56176358,5,76,19,0.002287348,0.000109395,0.23913114,0.01143674,3.634793323,0.908698331,0.074989833,29.45286667,379.1298505,659.8579646,21.795,5CNC_sample1.csv
0.048324418,10.783181,0.898834176,572.4922347,30.77222545,5,76,19,0.002335249,0.00011285,0.241622089,0.011676247,3.672655754,0.918163938,0.093126576,39.41351814,422.4531173,659.8579646,21.795,5CNC_sample1.csv
0.048822608,10.89000508,0.908100508,576.1627908,30.98936304,5,76,19,0.002383647,0.000116376,0.244113038,0.011918235,3.710518184,0.927629546,0.086743844,34.36075535,435.8530717,659.8579646,21.795,5CNC_sample1.csv
0.049320798,11.00723621,0.917366836,580.2488802,31.19637354,5,76,19,0.002432541,0.000119975,0.246603988,0.012162705,3.748380615,0.937095154,0.079043237,34.85498447,415.5253103,659.8579646,21.795,5CNC_sample1.csv
0.049818987,11.11863316,0.926633164,583.6467939,31.37764663,5,76,19,0.002481932,0.000123647,0.249094937,0.012409658,3.786243045,0.946560761,0.083182959,30.5027523,363.8634507,659.8579646,21.795,5CNC_sample1.csv
0.050317177,11.22719594,0.935899492,587.5097574,31.57940841,5,76,19,0.002531818,0.000127394,0.251585887,0.012659092,3.824105476,0.956026369,0.085354563,35.58276263,404.9897261,659.8579646,21.795,5CNC_sample1.csv
0.050815367,11.33548736,0.945165824,591.384103,31.80332442,5,76,19,0.002582202,0.000131216,0.254076836,0.012911008,3.861967906,0.965491977,0.085568474,35.77703315,449.4591778,659.8579646,21.795,5CNC_sample1.csv
0.051313557,11.45245726,0.954432157,594.7091146,31.98114823,5,76,19,0.002633081,0.000135113,0.256567785,0.013165406,3.899830337,0.974957584,0.07921981,28.42621536,356.9398367,659.8579646,21.795,5CNC_sample1.csv
0.051811747,11.56957283,0.96369849,598.8292802,32.18568347,5,76,19,0.002684457,0.000139086,0.259058735,0.013422286,3.937692767,0.984423192,0.079121276,35.18034115,410.556804,659.8579646,21.795,5CNC_sample1.csv
0.052309937,11.66971859,0.972964824,602.3347084,32.37212119,5,76,19,0.002736329,0.000143137,0.261549684,0.013681647,3.975555197,0.993888799,0.09252846,35.00325948,374.2302364,659.8579646,21.795,5CNC_sample1.csv
0.052808127,11.78292967,0.982231157,606.0670206,32.59472574,5,76,19,0.002788698,0.000147266,0.264040633,0.013943491,4.013417628,1.003354407,0.081850058,32.96772976,446.8267399,659.8579646,21.795,5CNC_sample1.csv
0.053306317,11.89298996,0.99149749,609.5866486,32.77760179,5,76,19,0.002841563,0.000151473,0.266531583,0.014207817,4.051280058,1.012820015,0.084193244,31.97908983,367.0810156,659.8579646,21.795,5CNC_sample1.csv
0.053804506,12.00463823,1.000763823,613.4077702,32.97180408,5,76,19,0.002894925,0.00015576,0.269022532,0.014474625,4.089142489,1.022285622,0.08299576,34.22463703,389.8158075,659.8579646,21.795,5CNC_sample1.csv
0.054302696,12.11857296,1.010030156,616.9897463,33.18394202,5,76,19,0.002948783,0.000160127,0.271513482,0.014743914,4.127004919,1.03175123,0.081330185,31.43884253,425.817459,659.8579646,21.795,5CNC_sample1.csv
0.054800886,12.23655781,1.019296484,620.5576441,33.35647077,5,76,19,0.003003137,0.000164575,0.274004431,0.015015686,4.16486735,1.041216837,0.078538291,30.24030535,346.3112203,659.8579646,21.795,5CNC_sample1.csv
0.055299076,12.34319094,1.028562813,624.1464819,33.55694582,5,76,19,0.003057988,0.000169104,0.27649538,0.015289939,4.20272978,1.050682445,0.086899152,33.65593701,402.4069247,659.8579646,21.795,5CNC_sample1.csv
0.055797266,12.45026625,1.037829141,627.8719772,33.74698559,5,76,19,0.003113335,0.000173716,0.27898633,0.015566674,4.240592211,1.060148053,0.086540285,34.79322239,381.4605176,659.8579646,21.795,5CNC_sample1.csv
0.056295456,12.56371848,1.047095471,631.0433181,33.93734859,5,76,19,0.003169178,0.00017841,0.281477279,0.015845892,4.278454641,1.06961366,0.081676056,27.95309622,382.1093237,659.8579646,21.795,5CNC_sample1.csv
0.056793646,12.66989443,1.056361804,634.491833,34.11882571,5,76,19,0.003225518,0.000183189,0.283968228,0.016127591,4.316317072,1.079079268,0.087273367,32.47924522,364.2730016,659.8579646,21.795,5CNC_sample1.csv
0.057291836,12.78590951,1.065628137,637.8533758,34.28662155,5,76,19,0.003282354,0.000188052,0.286459178,0.016411772,4.354179502,1.088544876,0.079871801,28.97505123,336.8110307,659.8579646,21.795,5CNC_sample1.csv
0.057790025,12.9068392,1.074894473,640.6970403,34.44073817,5,76,19,0.003339687,0.000193001,0.288950127,0.016698435,4.392041932,1.098010483,0.07662581,23.51502342,309.3531646,659.8579646,21.795,5CNC_sample1.csv
0.058288215,13.00996482,1.084160804,643.867608,34.62173163,5,76,19,0.003397516,0.000198035,0.291441077,0.01698758,4.429904363,1.107476091,0.08985479,30.74471322,363.302164,659.8579646,21.795,5CNC_sample1.csv
0.058786405,13.11769851,1.093427137,646.9592367,34.78476156,5,76,19,0.003455841,0.000203156,0.293932026,0.017279207,4.467766793,1.116941698,0.086011476,28.69695442,327.2445758,659.8579646,21.795,5CNC_sample1.csv
0.059284595,13.22977388,1.10269347,650.3616536,34.96235872,5,76,19,0.003514663,0.000208365,0.296422975,0.017573316,4.505629224,1.126407306,0.082679477,30.358292,356.4848764,659.8579646,21.795,5CNC_sample1.csv
0.059782785,13.33955784,1.111959804,653.2324136,35.11401925,5,76,19,0.003573981,0.000213663,0.298913925,0.017869907,4.543491654,1.135872914,0.084405166,26.1491761,304.4231627,659.8579646,21.795,5CNC_sample1.csv
0.060280975,13.44461812,1.121226133,656.5142723,35.30748751,5,76,19,0.003633796,0.000219049,0.301404874,0.01816898,4.581354085,1.145338521,0.088200115,31.23786198,388.342418,659.8579646,21.795,5CNC_sample1.csv
0.060779165,13.55640199,1.130492461,659.6680347,35.47270779,5,76,19,0.003694107,0.000224525,0.303895823,0.018470534,4.619216515,1.154804129,0.08289504,28.21303733,331.6411882,659.8579646,21.795,5CNC_sample1.csv
0.061277355,13.68003516,1.139758789,662.4664317,35.61306781,5,76,19,0.003754914,0.000230091,0.306386773,0.018774571,4.657078946,1.164269736,0.074950183,22.63467846,281.7400059,659.8579646,21.795,5CNC_sample1.csv
0.061775544,13.78630142,1.149025118,665.8304899,35.80803163,5,76,19,0.003816218,0.000235749,0.308877722,0.019081089,4.694941376,1.173735344,0.087199162,31.65688012,391.3443954,659.8579646,21.795,5CNC_sample1.csv
0.062273734,13.89729145,1.158291451,668.9853264,35.96677095,5,76,19,0.003878018,0.000241499,0.311368671,0.01939009,4.732803807,1.183200952,0.083487975,28.4245027,318.6321683,659.8579646,21.795,5CNC_sample1.csv
0.062771924,14.0098091,1.167557793,671.9316443,36.12705001,5,76,19,0.003940314,0.000247341,0.313859621,0.019701572,4.770666237,1.192666559,0.082354561,26.18538462,321.722833,659.8579646,21.795,5CNC_sample1.csv
0.063270114,14.12036182,1.176824121,674.9422816,36.28176342,5,76,19,0.004003107,0.000253277,0.31635057,0.020015537,4.808528667,1.202132167,0.083818187,27.23259443,310.5511009,659.8579646,21.795,5CNC_sample1.csv
0.063768304,14.2283618,1.186090451,678.1764923,36.46531559,5,76,19,0.004066397,0.000259307,0.31884152,0.020331983,4.846391098,1.211597774,0.085799361,29.94639859,368.438172,659.8579646,21.795,5CNC_sample1.csv
0.064266494,14.34256282,1.195356784,681.08596,36.62258474,5,76,19,0.004130182,0.000265432,0.321332469,0.020650911,4.884253528,1.221063382,0.081140548,25.47672251,315.6811521,659.8579646,21.795,5CNC_sample1.csv
0.064764684,14.45298494,1.204623118,683.7517944,36.76544235,5,76,19,0.004194464,0.000271653,0.323823418,0.020972321,4.922115959,1.23052899,0.083917366,24.14221463,286.7533338,659.8579646,21.795,5CNC_sample1.csv
0.065262874,14.56989451,1.213889451,687.1171467,36.93211031,5,76,19,0.004259243,0.00027797,0.326314368,0.021296213,4.959978389,1.239994597,0.079260692,28.78594354,334.547072,659.8579646,21.795,5CNC_sample1.csv
0.065761063,14.67340203,1.223155781,690.2611915,37.11649255,5,76,19,0.004324517,0.000284385,0.328805317,0.021622587,4.99784082,1.249460205,0.089523255,30.37503755,370.104355,659.8579646,21.795,5CNC_sample1.csv
0.066259253,14.79044219,1.232422109,692.9676326,37.25575208,5,76,19,0.004390289,0.000290897,0.331296266,0.021951443,5.03570325,1.258925813,0.079172213,23.12403802,279.5310259,659.8579646,21.795,5CNC_sample1.csv
0.066757443,14.89163813,1.241688438,696.0220282,37.42414927,5,76,19,0.004456556,0.000297508,0.333787216,0.022282781,5.073565681,1.26839142,0.091568183,30.1829859,338.018087,659.8579646,21.795,5CNC_sample1.csv
0.067255633,15.00805009,1.250954766,699.2893168,37.58255915,5,76,19,0.00452332,0.000304219,0.336278165,0.022616601,5.111428111,1.277857028,0.079599454,28.06660614,317.9708952,659.8579646,21.795,5CNC_sample1.csv
0.067753823,15.1277689,1.260221113,702.0403681,37.7446544,5,76,19,0.004590581,0.000311029,0.338769115,0.022952903,5.149290542,1.287322635,0.077400923,22.97927218,325.3684107,659.8579646,21.795,5CNC_sample1.csv
0.068252013,15.22782418,1.269487441,704.8276602,37.90348614,5,76,19,0.004658337,0.000317941,0.341260064,0.023291686,5.187152972,1.296788243,0.092612093,27.85752293,318.81769,659.8579646,21.795,5CNC_sample1.csv
0.068750203,15.34501508,1.278753769,707.9211458,38.05693324,5,76,19,0.00472659,0.000324954,0.343751013,0.023632952,5.225015402,1.306253851,0.079070373,26.39697799,308.0092773,659.8579646,21.795,5CNC_sample1.csv
0.069248393,15.45036177,1.288020098,710.9292201,38.23866986,5,76,19,0.00479534,0.00033207,0.346241963,0.023976699,5.262877833,1.315719458,0.087960322,28.55404742,364.7938746,659.8579646,21.795,5CNC_sample1.csv
0.069746582,15.56800502,1.297286431,713.8365828,38.38051049,5,76,19,0.004864586,0.000339288,0.348732912,0.024322929,5.300740263,1.325185066,0.078766381,24.71338162,284.7119817,659.8579646,21.795,5CNC_sample1.csv
0.070244772,15.67563318,1.306552765,717.0680153,38.54768375,5,76,19,0.004934328,0.000346611,0.351223861,0.02467164,5.338602694,1.334650673,0.08609581,30.02404486,335.561355,659.8579646,21.795,5CNC_sample1.csv
0.070742962,15.78892466,1.315819098,720.1323728,38.7068578,5,76,19,0.005004567,0.000354038,0.353714811,0.025022833,5.376465124,1.344116281,0.081791963,27.04843541,319.5047831,659.8579646,21.795,5CNC_sample1.csv
0.071241152,15.9018543,1.32508543,722.4396488,38.84997779,5,76,19,0.005075302,0.00036157,0.35620576,0.025376509,5.414327555,1.353581889,0.082054033,20.43109436,287.2799945,659.8579646,21.795,5CNC_sample1.csv
0.071739342,16.01392461,1.334351758,725.6683565,39.01565703,5,76,19,0.005146533,0.000369209,0.35869671,0.025732666,5.452189985,1.363047496,0.082683165,28.80966007,332.5624386,659.8579646,21.795,5CNC_sample1.csv
0.072237532,16.11941703,1.343618086,728.4397472,39.16525215,5,76,19,0.005218261,0.000376954,0.361187659,0.026091305,5.490052416,1.372513104,0.087838804,26.27099299,300.2773198,659.8579646,21.795,5CNC_sample1.csv
0.072735722,16.23276886,1.352884431,731.4231461,39.32222423,5,76,19,0.005290485,0.000384807,0.363678608,0.026452426,5.527914846,1.381978712,0.081748525,26.31981296,315.0848486,659.8579646,21.795,5CNC_sample1.csv
0.073233912,16.34205533,1.362150761,734.2736599,39.48209588,5,76,19,0.005363206,0.000392769,0.366169558,0.026816029,5.565777276,1.391444319,0.084789367,26.08295287,320.9050634,659.8579646,21.795,5CNC_sample1.csv
0.073732101,16.45108545,1.37141709,737.1676387,39.63402294,5,76,19,0.005436423,0.000400839,0.368660507,0.027182114,5.603639707,1.400909927,0.084988702,26.54293046,304.958135,659.8579646,21.795,5CNC_sample1.csv
0.074230291,16.56840203,1.380683418,740.0957743,39.78565992,5,76,19,0.005510136,0.000409019,0.371151456,0.027550681,5.641502137,1.410375534,0.078985665,24.95926392,304.3758929,659.8579646,21.795,5CNC_sample1.csv
